election,office,boro,dist,aded,elname,title,boron,used,cands,num,format,pubct,abs,fed,emer,aff,total,scatter,unrec,dem,demcan,dvote,rep,repcan,rvote,ind,indcan,ivote,cons,concan,cvote,wfp,wfpcan,wfpvote,swp,swpcan,swpvote,soc,soccan,socvote,green,greencan,grnvote,liber,libcan,libvote,pop,popcan,popvote
2008G,1,3,NY,60098,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    98th,413,6,0,0,19,0,0,7,Democratic,Barack Obama / Joe Biden,290,Republican,John McCain / Sarah Palin,117,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,8,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60099,General Election 2008 - 11,President/Vice President,Kings,N,10,1,    99th,251,7,2,0,8,0,0,2,Democratic,Barack Obama / Joe Biden,133,Republican,John McCain / Sarah Palin,110,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,11,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60100,General Election 2008 - 11,President/Vice President,Kings,N,10,1,   100th,482,22,3,0,6,0,0,6,Democratic,Barack Obama / Joe Biden,168,Republican,John McCain / Sarah Palin,292,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,29,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,4
2008G,1,3,NY,60101,General Election 2008 - 11,President/Vice President,Kings,N,10,1,   101st,434,21,4,13,3,0,0,2,Democratic,Barack Obama / Joe Biden,181,Republican,John McCain / Sarah Palin,251,Independence,John McCain / Sarah Palin,12,Conservative,John McCain / Sarah Palin,25,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,3,NY,60102,General Election 2008 - 11,President/Vice President,Kings,N,10,1,   102nd,429,17,4,0,22,0,0,4,Democratic,Barack Obama / Joe Biden,258,Republican,John McCain / Sarah Palin,175,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,11,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,4,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,3,NY,60103,General Election 2008 - 11,President/Vice President,Kings,N,10,1,   103rd,454,10,0,0,19,0,0,4,Democratic,Barack Obama / Joe Biden,266,Republican,John McCain / Sarah Palin,181,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,12,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,2,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,3,NY,60104,General Election 2008 - 11,President/Vice President,Kings,N,10,1,   104th,391,13,3,0,22,0,1,2,Democratic,Barack Obama / Joe Biden,256,Republican,John McCain / Sarah Palin,125,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,17,Working Families,Barack Obama / Joe Biden,17,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,3,NY,60105,General Election 2008 - 11,President/Vice President,Kings,N,10,1,   105th,529,31,3,0,12,0,0,5,Democratic,Barack Obama / Joe Biden,277,Republican,John McCain / Sarah Palin,241,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,31,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,3,NY,60106,General Election 2008 - 11,President/Vice President,Kings,N,10,1,   106th,472,17,2,0,13,0,0,21,Democratic,Barack Obama / Joe Biden,208,Republican,John McCain / Sarah Palin,243,Independence,John McCain / Sarah Palin,13,Conservative,John McCain / Sarah Palin,12,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,3,NY,60107,General Election 2008 - 11,President/Vice President,Kings,N,10,1,   107th,371,10,3,0,13,0,0,2,Democratic,Barack Obama / Joe Biden,221,Republican,John McCain / Sarah Palin,134,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,17,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,3,NY,60108,General Election 2008 - 11,President/Vice President,Kings,N,10,1,   108th,530,16,2,0,0,0,0,3,Democratic,Barack Obama / Joe Biden,269,Republican,John McCain / Sarah Palin,230,Independence,John McCain / Sarah Palin,15,Conservative,John McCain / Sarah Palin,20,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,3,NY,60109,General Election 2008 - 11,President/Vice President,Kings,N,10,1,   109th,430,19,6,0,15,0,0,1,Democratic,Barack Obama / Joe Biden,286,Republican,John McCain / Sarah Palin,149,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,61001,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,     1st,474,9,2,0,23,0,0,16,Democratic,Barack Obama / Joe Biden,376,Republican,John McCain / Sarah Palin,85,Independence,John McCain / Sarah Palin,10,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,61002,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,     2nd,52,0,0,0,10,0,0,0,Democratic,Barack Obama / Joe Biden,49,Republican,John McCain / Sarah Palin,13,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,61003,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,     3rd,611,26,1,0,41,0,0,6,Democratic,Barack Obama / Joe Biden,611,Republican,John McCain / Sarah Palin,41,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,9,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,61004,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,     4th,740,26,2,2,18,0,0,5,Democratic,Barack Obama / Joe Biden,701,Republican,John McCain / Sarah Palin,55,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,21,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,61005,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,     5th,577,12,0,3,43,0,0,15,Democratic,Barack Obama / Joe Biden,588,Republican,John McCain / Sarah Palin,14,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,13,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,61006,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,     6th,262,6,0,0,7,0,0,1,Democratic,Barack Obama / Joe Biden,182,Republican,John McCain / Sarah Palin,79,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,61007,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,     7th,433,19,1,0,36,0,0,6,Democratic,Barack Obama / Joe Biden,408,Republican,John McCain / Sarah Palin,59,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,5,NY,61008,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,     8th,603,17,0,0,30,0,1,5,Democratic,Barack Obama / Joe Biden,594,Republican,John McCain / Sarah Palin,28,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,16,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,61009,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,     9th,37,14,0,0,4,0,0,0,Democratic,Barack Obama / Joe Biden,39,Republican,John McCain / Sarah Palin,12,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,61010,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    10th,523,19,1,1,22,0,1,4,Democratic,Barack Obama / Joe Biden,477,Republican,John McCain / Sarah Palin,56,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,15,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,61011,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    11th,491,22,2,1,23,0,0,0,Democratic,Barack Obama / Joe Biden,403,Republican,John McCain / Sarah Palin,99,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,16,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,4,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,61012,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    12th,587,30,5,0,15,0,0,1,Democratic,Barack Obama / Joe Biden,396,Republican,John McCain / Sarah Palin,204,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,13,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,4
2008G,1,5,NY,61013,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    13th,428,17,10,33,28,0,0,5,Democratic,Barack Obama / Joe Biden,386,Republican,John McCain / Sarah Palin,96,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,14,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,5,NY,61014,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    14th,122,6,0,0,4,0,0,0,Democratic,Barack Obama / Joe Biden,82,Republican,John McCain / Sarah Palin,39,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,61015,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    15th,308,11,3,0,11,0,1,0,Democratic,Barack Obama / Joe Biden,224,Republican,John McCain / Sarah Palin,84,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,17,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,61016,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    16th,414,13,3,26,11,0,0,17,Democratic,Barack Obama / Joe Biden,349,Republican,John McCain / Sarah Palin,69,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,14,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,3,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,5
2008G,1,5,NY,61017,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    17th,557,22,3,0,21,0,2,8,Democratic,Barack Obama / Joe Biden,466,Republican,John McCain / Sarah Palin,85,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,22,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,5,NY,61018,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    18th,352,9,4,0,9,0,0,2,Democratic,Barack Obama / Joe Biden,295,Republican,John McCain / Sarah Palin,46,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,21,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,5,NY,61019,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    19th,499,7,1,0,9,0,0,8,Democratic,Barack Obama / Joe Biden,473,Republican,John McCain / Sarah Palin,22,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,13,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,5,NY,61020,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    20th,554,24,4,0,25,0,1,2,Democratic,Barack Obama / Joe Biden,466,Republican,John McCain / Sarah Palin,87,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,34,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,61021,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    21st,507,21,2,1,28,0,1,2,Democratic,Barack Obama / Joe Biden,468,Republican,John McCain / Sarah Palin,60,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,20,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,61022,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    22nd,434,15,3,0,13,0,0,8,Democratic,Barack Obama / Joe Biden,366,Republican,John McCain / Sarah Palin,68,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,61023,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    23rd,540,18,3,0,42,0,1,1,Democratic,Barack Obama / Joe Biden,522,Republican,John McCain / Sarah Palin,28,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,41,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,4,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,5,NY,61024,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    24th,321,17,1,0,16,0,1,3,Democratic,Barack Obama / Joe Biden,268,Republican,John McCain / Sarah Palin,70,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,5,NY,61025,General Election 2008 - 11,President/Vice President,Richmond,N,10,1,    25th,363,14,5,0,27,0,3,1,Democratic,Barack Obama / Joe Biden,252,Republican,John McCain / Sarah Palin,125,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,8,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
